CA_on,p,py,w,h,t
1,0.0001,5e-06,6,9,1475.17
0,0.0001,5e-06,6,9,1618.32
1,0.0001,5e-06,6,9,2266.65
0,0.0001,5e-06,6,9,1681.79
1,0.0001,5e-06,6,9,353.53
0,0.0001,5e-06,6,9,1376.21
1,0.0001,5e-06,6,9,2981.07
0,0.0001,5e-06,6,9,775.365
1,0.0001,5e-06,6,9,857.244
0,0.0001,5e-06,6,9,994.902
1,0.0001,5e-06,6,9,671.935
0,0.0001,5e-06,6,9,1422.82
1,0.0001,5e-06,6,9,2641.44
0,0.0001,5e-06,6,9,698.669
1,0.0001,5e-06,6,9,1650.09
0,0.0001,5e-06,6,9,1512.14
1,0.0001,5e-06,6,9,4439.38
0,0.0001,5e-06,6,9,875.477
1,0.0001,5e-06,6,9,536.674
0,0.0001,5e-06,6,9,1158.31
1,0.0001,5e-06,6,9,1093.02
0,0.0001,5e-06,6,9,725.325
1,0.0001,5e-06,6,9,1789.69
0,0.0001,5e-06,6,9,1256.82
1,0.0001,5e-06,6,9,709.767
0,0.0001,5e-06,6,9,575.432
1,0.0001,5e-06,6,9,511.999
0,0.0001,5e-06,6,9,446.286
1,0.0001,5e-06,6,9,3053.44
0,0.0001,5e-06,6,9,2509.36
1,0.0001,5e-06,6,9,2450.29
0,0.0001,5e-06,6,9,1017.82
1,0.0001,5e-06,6,9,399.456
0,0.0001,5e-06,6,9,700.463
1,0.0001,5e-06,6,9,2273.55
0,0.0001,5e-06,6,9,1338.2
1,0.0001,5e-06,6,9,1490.73
0,0.0001,5e-06,6,9,1327.67
1,0.0001,5e-06,6,9,1894.15
0,0.0001,5e-06,6,9,302.565
1,0.0001,5e-06,6,9,586.965
0,0.0001,5e-06,6,9,475.647
1,0.0001,5e-06,6,9,3214.47
0,0.0001,5e-06,6,9,2400.68
1,0.0001,5e-06,6,9,1675.77
0,0.0001,5e-06,6,9,446.719
1,0.0001,5e-06,6,9,701.637
0,0.0001,5e-06,6,9,1521.31
1,0.0001,5e-06,6,9,633.693
0,0.0001,5e-06,6,9,1832.23
1,0.0001,5e-06,6,9,2317.43
0,0.0001,5e-06,6,9,419.949
1,0.0001,5e-06,6,9,4579.26
0,0.0001,5e-06,6,9,400.983
1,0.0001,5e-06,6,9,3790.3
0,0.0001,5e-06,6,9,777.001
1,0.0001,5e-06,6,9,1171.48
0,0.0001,5e-06,6,9,1343.49
1,0.0001,5e-06,6,9,1906.14
0,0.0001,5e-06,6,9,1092.34
1,0.0001,5e-06,6,9,195.731
0,0.0001,5e-06,6,9,1012.55
1,0.0001,5e-06,6,9,3993.7
0,0.0001,5e-06,6,9,549.353
1,0.0001,5e-06,6,9,957.152
0,0.0001,5e-06,6,9,878.74
1,0.0001,5e-06,6,9,305.786
0,0.0001,5e-06,6,9,1288.09
1,0.0001,5e-06,6,9,1335.5
0,0.0001,5e-06,6,9,1015.99
1,0.0001,5e-06,6,9,2162.6
0,0.0001,5e-06,6,9,644.188
1,0.0001,5e-06,6,9,1782.23
0,0.0001,5e-06,6,9,784.907
1,0.0001,5e-06,6,9,3291.31
0,0.0001,5e-06,6,9,1085.84
1,0.0001,5e-06,6,9,3663.49
0,0.0001,5e-06,6,9,1418.76
1,0.0001,5e-06,6,9,984.099
0,0.0001,5e-06,6,9,1573.21
1,0.0001,5e-06,6,9,535.221
0,0.0001,5e-06,6,9,414.235
1,0.0001,5e-06,6,9,1594.45
0,0.0001,5e-06,6,9,617.4
1,0.0001,5e-06,6,9,1741.3
0,0.0001,5e-06,6,9,869.422
1,0.0001,5e-06,6,9,2606.32
0,0.0001,5e-06,6,9,897.332
1,0.0001,5e-06,6,9,4624.84
0,0.0001,5e-06,6,9,1790.64
1,0.0001,5e-06,6,9,459.671
0,0.0001,5e-06,6,9,1968.61
1,0.0001,5e-06,6,9,1591.59
0,0.0001,5e-06,6,9,1816.03
1,0.0001,5e-06,6,9,2787.78
0,0.0001,5e-06,6,9,654.839
1,0.0001,5e-06,6,9,864.186
0,0.0001,5e-06,6,9,1156.59
1,0.0001,5e-06,6,9,2184.6
0,0.0001,5e-06,6,9,1172.39
1,0.0001,5e-06,6,9,5356.35
0,0.0001,5e-06,6,9,2235.46
1,0.0001,5e-06,6,9,2075.21
0,0.0001,5e-06,6,9,1489.49
1,0.0001,5e-06,6,9,1938.51
0,0.0001,5e-06,6,9,1605.05
1,0.0001,5e-06,6,9,637.238
0,0.0001,5e-06,6,9,292.738
1,0.0001,5e-06,6,9,2389.26
0,0.0001,5e-06,6,9,607.581
1,0.0001,5e-06,6,9,1227.09
0,0.0001,5e-06,6,9,932.194
1,0.0001,5e-06,6,9,1084.51
0,0.0001,5e-06,6,9,405.828
1,0.0001,5e-06,6,9,212.693
0,0.0001,5e-06,6,9,1513.17
1,0.0001,5e-06,6,9,2307.61
0,0.0001,5e-06,6,9,981.643
1,0.0001,5e-06,6,9,614.013
0,0.0001,5e-06,6,9,996.145
1,0.0001,5e-06,6,9,792.678
0,0.0001,5e-06,6,9,961.518
1,0.0001,5e-06,6,9,79.7901
0,0.0001,5e-06,6,9,1601.3
1,0.0001,5e-06,6,9,2222.16
0,0.0001,5e-06,6,9,956.883
1,0.0001,5e-06,6,9,889.189
0,0.0001,5e-06,6,9,1366.87
1,0.0001,5e-06,6,9,1925.37
0,0.0001,5e-06,6,9,868.098
1,0.0001,5e-06,6,9,2915.3
0,0.0001,5e-06,6,9,1429.31
1,0.0001,5e-06,6,9,1462.32
0,0.0001,5e-06,6,9,1420.94
1,0.0001,5e-06,6,9,1573.4
0,0.0001,5e-06,6,9,796.487
1,0.0001,5e-06,6,9,1053.25
0,0.0001,5e-06,6,9,1354.96
1,0.0001,5e-06,6,9,2872.49
0,0.0001,5e-06,6,9,652.657
1,0.0001,5e-06,6,9,493.243
0,0.0001,5e-06,6,9,665.222
1,0.0001,5e-06,6,9,1321.36
0,0.0001,5e-06,6,9,877.464
1,0.0001,5e-06,6,9,2815.67
0,0.0001,5e-06,6,9,1496.03
1,0.0001,5e-06,6,9,1783.17
0,0.0001,5e-06,6,9,1005.37
1,0.0001,5e-06,6,9,3595.91
0,0.0001,5e-06,6,9,1646.65
1,0.0001,5e-06,6,9,1293.17
0,0.0001,5e-06,6,9,565.817
1,0.0001,5e-06,6,9,1930.69
0,0.0001,5e-06,6,9,1554.09
1,0.0001,5e-06,6,9,2976.73
0,0.0001,5e-06,6,9,482.758
1,0.0001,5e-06,6,9,1611.89
0,0.0001,5e-06,6,9,1090.74
1,0.0001,5e-06,6,9,3764.17
0,0.0001,5e-06,6,9,1741.32
1,0.0001,5e-06,6,9,3991.63
0,0.0001,5e-06,6,9,639.409
1,0.0001,5e-06,6,9,2585.54
0,0.0001,5e-06,6,9,651.687
1,0.0001,5e-06,6,9,2374.12
0,0.0001,5e-06,6,9,499.54
1,0.0001,5e-06,6,9,7075.54
0,0.0001,5e-06,6,9,703.553
1,0.0001,5e-06,6,9,2403.62
0,0.0001,5e-06,6,9,1197.68
1,0.0001,5e-06,6,9,1060.85
0,0.0001,5e-06,6,9,819.525
1,0.0001,5e-06,6,9,664.677
0,0.0001,5e-06,6,9,1431.28
1,0.0001,5e-06,6,9,1006.97
0,0.0001,5e-06,6,9,546.312
1,0.0001,5e-06,6,9,51.9573
0,0.0001,5e-06,6,9,1845.5
1,0.0001,5e-06,6,9,1249.22
0,0.0001,5e-06,6,9,959.376
1,0.0001,5e-06,6,9,465.88
0,0.0001,5e-06,6,9,1333.4
1,0.0001,5e-06,6,9,4193.52
0,0.0001,5e-06,6,9,1326.07
1,0.0001,5e-06,6,9,1394.79
0,0.0001,5e-06,6,9,545.242
1,0.0001,5e-06,6,9,569.254
0,0.0001,5e-06,6,9,978.417
1,0.0001,5e-06,6,9,1808.91
0,0.0001,5e-06,6,9,1297.66
1,0.0001,5e-06,6,9,380.744
0,0.0001,5e-06,6,9,1055.29
1,0.0001,5e-06,6,9,2533.71
0,0.0001,5e-06,6,9,1169.35
1,0.0001,5e-06,6,9,289.827
0,0.0001,5e-06,6,9,1280.55
1,0.0001,5e-06,6,9,788.198
0,0.0001,5e-06,6,9,958.866
1,0.0001,5e-06,6,9,3276.51
0,0.0001,5e-06,6,9,847.402
1,0.0001,5e-06,6,9,152.436
0,0.0001,5e-06,6,9,2428.56
1,0.0001,5e-06,6,9,988.781
0,0.0001,5e-06,6,9,1023.48
1,0.0001,5e-06,6,9,650.542
0,0.0001,5e-06,6,9,1466.75
1,0.0001,5e-06,6,9,6140.23
0,0.0001,5e-06,6,9,1725.04
1,0.0001,5e-06,6,9,1416.48
0,0.0001,5e-06,6,9,1113.38
1,0.0001,5e-06,6,9,667.582
0,0.0001,5e-06,6,9,1173.5
1,0.0001,5e-06,6,9,618.435
0,0.0001,5e-06,6,9,1325.08
1,0.0001,5e-06,6,9,5180.24
0,0.0001,5e-06,6,9,617.474
1,0.0001,5e-06,6,9,269.132
0,0.0001,5e-06,6,9,625.135
1,0.0001,5e-06,6,9,1980.88
0,0.0001,5e-06,6,9,624.588
1,0.0001,5e-06,6,9,3284.28
0,0.0001,5e-06,6,9,2003.19
1,0.0001,5e-06,6,9,771.528
0,0.0001,5e-06,6,9,1220.55
1,0.0001,5e-06,6,9,4229.52
0,0.0001,5e-06,6,9,1663.79
1,0.0001,5e-06,6,9,2105.63
0,0.0001,5e-06,6,9,1457.36
1,0.0001,5e-06,6,9,2181.2
0,0.0001,5e-06,6,9,808.065
1,0.0001,5e-06,6,9,1143.18
0,0.0001,5e-06,6,9,1634
1,0.0001,5e-06,6,9,2621.95
0,0.0001,5e-06,6,9,1874.29
1,0.0001,5e-06,6,9,3675.04
0,0.0001,5e-06,6,9,1577.75
1,0.0001,5e-06,6,9,398.185
0,0.0001,5e-06,6,9,657.12
1,0.0001,5e-06,6,9,206.904
0,0.0001,5e-06,6,9,1054.34
1,0.0001,5e-06,6,9,1837.02
0,0.0001,5e-06,6,9,522.975
1,0.0001,5e-06,6,9,2412.15
0,0.0001,5e-06,6,9,767.056
1,0.0001,5e-06,6,9,2465.67
0,0.0001,5e-06,6,9,1685.77
1,0.0001,5e-06,6,9,2431.71
0,0.0001,5e-06,6,9,1180.24
1,0.0001,5e-06,6,9,704.469
0,0.0001,5e-06,6,9,386.645
1,0.0001,5e-06,6,9,2883.13
0,0.0001,5e-06,6,9,755.977
1,0.0001,5e-06,6,9,5359.45
0,0.0001,5e-06,6,9,1836.17
1,0.0001,5e-06,6,9,812.827
0,0.0001,5e-06,6,9,943.578
1,0.0001,5e-06,6,9,916.033
0,0.0001,5e-06,6,9,735.875
1,0.0001,5e-06,6,9,760.628
0,0.0001,5e-06,6,9,631.978
1,0.0001,5e-06,6,9,950.572
0,0.0001,5e-06,6,9,1164.77
1,0.0001,5e-06,6,9,3064.9
0,0.0001,5e-06,6,9,1384.67
1,0.0001,5e-06,6,9,337.952
0,0.0001,5e-06,6,9,682.91
1,0.0001,5e-06,6,9,1539.4
0,0.0001,5e-06,6,9,971.004
1,0.0001,5e-06,6,9,2570.09
0,0.0001,5e-06,6,9,364.995
1,0.0001,5e-06,6,9,439.923
0,0.0001,5e-06,6,9,1038.82
1,0.0001,5e-06,6,9,3855.96
0,0.0001,5e-06,6,9,562.847
1,0.0001,5e-06,6,9,239.362
0,0.0001,5e-06,6,9,476.305
1,0.0001,5e-06,6,9,525.492
0,0.0001,5e-06,6,9,677.234
1,0.0001,5e-06,6,9,1678.65
0,0.0001,5e-06,6,9,2033.65
1,0.0001,5e-06,6,9,2584.38
0,0.0001,5e-06,6,9,1152.08
1,0.0001,5e-06,6,9,2590.77
0,0.0001,5e-06,6,9,1337.42
1,0.0001,5e-06,6,9,198.769
0,0.0001,5e-06,6,9,1690.19
1,0.0001,5e-06,6,9,918.179
0,0.0001,5e-06,6,9,659.575
1,0.0001,5e-06,6,9,1777.2
0,0.0001,5e-06,6,9,1417.43
1,0.0001,5e-06,6,9,3308.41
0,0.0001,5e-06,6,9,1355.65
1,0.0001,5e-06,6,9,1551.61
0,0.0001,5e-06,6,9,873.514
1,0.0001,5e-06,6,9,577.311
0,0.0001,5e-06,6,9,1517.3
1,0.0001,5e-06,6,9,1592.55
0,0.0001,5e-06,6,9,894.837
1,0.0001,5e-06,6,9,994.33
0,0.0001,5e-06,6,9,557.855
1,0.0001,5e-06,6,9,4363.93
0,0.0001,5e-06,6,9,1347.43
1,0.0001,5e-06,6,9,2323.84
0,0.0001,5e-06,6,9,225.214
1,0.0001,5e-06,6,9,3621.09
0,0.0001,5e-06,6,9,808.914
1,0.0001,5e-06,6,9,2712.47
0,0.0001,5e-06,6,9,394.091
1,0.0001,5e-06,6,9,309.021
0,0.0001,5e-06,6,9,813.606
1,0.0001,5e-06,6,9,1963.4
0,0.0001,5e-06,6,9,905.384
1,0.0001,5e-06,6,9,976.549
0,0.0001,5e-06,6,9,481.991
1,0.0001,5e-06,6,9,975.415
0,0.0001,5e-06,6,9,999.782
1,0.0001,5e-06,6,9,3157.82
0,0.0001,5e-06,6,9,1075.69
1,0.0001,5e-06,6,9,2149.47
0,0.0001,5e-06,6,9,730.317
1,0.0001,5e-06,6,9,2357.55
0,0.0001,5e-06,6,9,456.121
1,0.0001,5e-06,6,9,3467.06
0,0.0001,5e-06,6,9,2270.16
1,0.0001,5e-06,6,9,960.412
0,0.0001,5e-06,6,9,1224.96
1,0.0001,5e-06,6,9,1796.98
0,0.0001,5e-06,6,9,1385.7
1,0.0001,5e-06,6,9,11417.2
0,0.0001,5e-06,6,9,496.857
1,0.0001,5e-06,6,9,942.22
0,0.0001,5e-06,6,9,1042.25
1,0.0001,5e-06,6,9,688.867
0,0.0001,5e-06,6,9,1058.96
1,0.0001,5e-06,6,9,506.533
0,0.0001,5e-06,6,9,1413.49
1,0.0001,5e-06,6,9,142.179
0,0.0001,5e-06,6,9,1293.41
1,0.0001,5e-06,6,9,6151.38
0,0.0001,5e-06,6,9,1559.59
1,0.0001,5e-06,6,9,1697.77
0,0.0001,5e-06,6,9,592.228
1,0.0001,5e-06,6,9,269.018
0,0.0001,5e-06,6,9,1965.48
1,0.0001,5e-06,6,9,1043.39
0,0.0001,5e-06,6,9,1436.16
1,0.0001,5e-06,6,9,643.854
0,0.0001,5e-06,6,9,1241.42
1,0.0001,5e-06,6,9,2321.12
0,0.0001,5e-06,6,9,758.729
1,0.0001,5e-06,6,9,4402.75
0,0.0001,5e-06,6,9,1076.36
1,0.0001,5e-06,6,9,1715.87
0,0.0001,5e-06,6,9,818.67
1,0.0001,5e-06,6,9,1268.25
0,0.0001,5e-06,6,9,432.904
1,0.0001,5e-06,6,9,1300.74
0,0.0001,5e-06,6,9,835.618
1,0.0001,5e-06,6,9,1811.2
0,0.0001,5e-06,6,9,1385.49
1,0.0001,5e-06,6,9,1406.3
0,0.0001,5e-06,6,9,1096.06
1,0.0001,5e-06,6,9,7414.24
0,0.0001,5e-06,6,9,1348.04
1,0.0001,5e-06,6,9,2061.55
0,0.0001,5e-06,6,9,1524.44
1,0.0001,5e-06,6,9,4880.17
0,0.0001,5e-06,6,9,724.604
1,0.0001,5e-06,6,9,2154.8
0,0.0001,5e-06,6,9,652.318
1,0.0001,5e-06,6,9,1656.93
0,0.0001,5e-06,6,9,1060.46
1,0.0001,5e-06,6,9,1282.97
0,0.0001,5e-06,6,9,308.46
1,0.0001,5e-06,6,9,6659.02
0,0.0001,5e-06,6,9,1661.79
1,0.0001,5e-06,6,9,1212.04
0,0.0001,5e-06,6,9,916.025
1,0.0001,5e-06,6,9,3283.29
0,0.0001,5e-06,6,9,595.053
1,0.0001,5e-06,6,9,2332.52
0,0.0001,5e-06,6,9,952.978
1,0.0001,5e-06,6,9,1774.51
0,0.0001,5e-06,6,9,1061.07
1,0.0001,5e-06,6,9,345.675
0,0.0001,5e-06,6,9,607.225
1,0.0001,5e-06,6,9,2753.19
0,0.0001,5e-06,6,9,744.605
1,0.0001,5e-06,6,9,1167.82
0,0.0001,5e-06,6,9,642.3
1,0.0001,5e-06,6,9,4728.19
0,0.0001,5e-06,6,9,1457.04
1,0.0001,5e-06,6,9,447.949
0,0.0001,5e-06,6,9,1918.17
1,0.0001,5e-06,6,9,675.739
0,0.0001,5e-06,6,9,845.644
1,0.0001,5e-06,6,9,904.073
0,0.0001,5e-06,6,9,239.527
1,0.0001,5e-06,6,9,139.016
0,0.0001,5e-06,6,9,2054.64
1,0.0001,5e-06,6,9,1244.74
0,0.0001,5e-06,6,9,878.774
1,0.0001,5e-06,6,9,2398.15
0,0.0001,5e-06,6,9,452.18
1,0.0001,5e-06,6,9,2537.86
0,0.0001,5e-06,6,9,1178.9
1,0.0001,5e-06,6,9,4017.77
0,0.0001,5e-06,6,9,1934.56
1,0.0001,5e-06,6,9,3449.23
0,0.0001,5e-06,6,9,879.546
1,0.0001,5e-06,6,9,2856.46
0,0.0001,5e-06,6,9,1339.77
1,0.0001,5e-06,6,9,2567.81
0,0.0001,5e-06,6,9,1042.39
1,0.0001,5e-06,6,9,793.048
0,0.0001,5e-06,6,9,424.831
1,0.0001,5e-06,6,9,2883.61
0,0.0001,5e-06,6,9,2768.03
1,0.0001,5e-06,6,9,1019.37
0,0.0001,5e-06,6,9,603.221
1,0.0001,5e-06,6,9,1779.77
0,0.0001,5e-06,6,9,362.704
1,0.0001,5e-06,6,9,788.149
0,0.0001,5e-06,6,9,1254.79
1,0.0001,5e-06,6,9,786.327
0,0.0001,5e-06,6,9,1116.95
1,0.0001,5e-06,6,9,2667.82
0,0.0001,5e-06,6,9,1452.85
1,0.0001,5e-06,6,9,3398.81
0,0.0001,5e-06,6,9,1469.13
1,0.0001,5e-06,6,9,780.197
0,0.0001,5e-06,6,9,698.018
1,0.0001,5e-06,6,9,499.978
0,0.0001,5e-06,6,9,1730.83
1,0.0001,5e-06,6,9,305.821
0,0.0001,5e-06,6,9,966.485
1,0.0001,5e-06,6,9,411.863
0,0.0001,5e-06,6,9,547.095
1,0.0001,5e-06,6,9,535.014
0,0.0001,5e-06,6,9,739.916
1,0.0001,5e-06,6,9,3841.01
0,0.0001,5e-06,6,9,1727.85
1,0.0001,5e-06,6,9,4814.95
0,0.0001,5e-06,6,9,761.279
1,0.0001,5e-06,6,9,1937.37
0,0.0001,5e-06,6,9,2232.54
1,0.0001,5e-06,6,9,2315.05
0,0.0001,5e-06,6,9,790.621
1,0.0001,5e-06,6,9,5083.82
0,0.0001,5e-06,6,9,1296.16
1,0.0001,5e-06,6,9,1327.59
0,0.0001,5e-06,6,9,1143.29
1,0.0001,5e-06,6,9,1031.83
0,0.0001,5e-06,6,9,996.357
1,0.0001,5e-06,6,9,494.913
0,0.0001,5e-06,6,9,976.629
1,0.0001,5e-06,6,9,552.384
0,0.0001,5e-06,6,9,1240.44
1,0.0001,5e-06,6,9,329.881
0,0.0001,5e-06,6,9,385.003
1,0.0001,5e-06,6,9,3841.67
0,0.0001,5e-06,6,9,826.379
1,0.0001,5e-06,6,9,3871.4
0,0.0001,5e-06,6,9,1031.92
1,0.0001,5e-06,6,9,2739.82
0,0.0001,5e-06,6,9,1508.03
1,0.0001,5e-06,6,9,872.877
0,0.0001,5e-06,6,9,817.247
1,0.0001,5e-06,6,9,1155.95
0,0.0001,5e-06,6,9,1363.29
1,0.0001,5e-06,6,9,673.437
0,0.0001,5e-06,6,9,893.214
1,0.0001,5e-06,6,9,2462.57
0,0.0001,5e-06,6,9,1153.48
1,0.0001,5e-06,6,9,1437.87
0,0.0001,5e-06,6,9,1076.81
1,0.0001,5e-06,6,9,463.672
0,0.0001,5e-06,6,9,1174.27
1,0.0001,5e-06,6,9,859.419
0,0.0001,5e-06,6,9,2000.7
1,0.0001,5e-06,6,9,623.648
0,0.0001,5e-06,6,9,702.92
1,0.0001,5e-06,6,9,167.037
0,0.0001,5e-06,6,9,1457.06
1,0.0001,5e-06,6,9,1309.21
0,0.0001,5e-06,6,9,1154.64
1,0.0001,5e-06,6,9,4086.3
0,0.0001,5e-06,6,9,688.877
1,0.0001,5e-06,6,9,1459.29
0,0.0001,5e-06,6,9,1685.79
1,0.0001,5e-06,6,9,220.486
0,0.0001,5e-06,6,9,1098.38
1,0.0001,5e-06,6,9,3000.54
0,0.0001,5e-06,6,9,820.807
1,0.0001,5e-06,6,9,1305.59
0,0.0001,5e-06,6,9,758.621
1,0.0001,5e-06,6,9,4642.38
0,0.0001,5e-06,6,9,2539.14
1,0.0001,5e-06,6,9,301.326
0,0.0001,5e-06,6,9,1241.16
1,0.0001,5e-06,6,9,1010.45
0,0.0001,5e-06,6,9,1677.83
1,0.0001,5e-06,6,9,205.378
0,0.0001,5e-06,6,9,842.407
1,0.0001,5e-06,6,9,1593.98
0,0.0001,5e-06,6,9,1324.03
1,0.0001,5e-06,6,9,1153.05
0,0.0001,5e-06,6,9,327.61
1,0.0001,5e-06,6,9,2142.13
0,0.0001,5e-06,6,9,1123.05
1,0.0001,5e-06,6,9,672.889
0,0.0001,5e-06,6,9,723.141
1,0.0001,5e-06,6,9,5186.34
0,0.0001,5e-06,6,9,477.628
1,0.0001,5e-06,6,9,5782.82
0,0.0001,5e-06,6,9,1046.33
1,0.0001,5e-06,6,9,1167.38
0,0.0001,5e-06,6,9,733.064
1,0.0001,5e-06,6,9,2888.17
0,0.0001,5e-06,6,9,1004.6
1,0.0001,5e-06,6,9,2275.03
0,0.0001,5e-06,6,9,1342.27
1,0.0001,5e-06,6,9,2861.8
0,0.0001,5e-06,6,9,1366.73
1,0.0001,5e-06,6,9,3031.61
0,0.0001,5e-06,6,9,613.052
1,0.0001,5e-06,6,9,314.332
0,0.0001,5e-06,6,9,1024.58
1,0.0001,5e-06,6,9,756.535
0,0.0001,5e-06,6,9,821.754
1,0.0001,5e-06,6,9,1442.53
0,0.0001,5e-06,6,9,1077.4
1,0.0001,5e-06,6,9,1039.1
0,0.0001,5e-06,6,9,1310.6
1,0.0001,5e-06,6,9,1883.25
0,0.0001,5e-06,6,9,1397.2
1,0.0001,5e-06,6,9,1820.88
0,0.0001,5e-06,6,9,2213.94
1,0.0001,5e-06,6,9,2572.48
0,0.0001,5e-06,6,9,1144.08
1,0.0001,5e-06,6,9,609.482
0,0.0001,5e-06,6,9,679.421
1,0.0001,5e-06,6,9,42.0107
0,0.0001,5e-06,6,9,1886.3
1,0.0001,5e-06,6,9,1884.23
0,0.0001,5e-06,6,9,527.881
1,0.0001,5e-06,6,9,1204.58
0,0.0001,5e-06,6,9,971.531
1,0.0001,5e-06,6,9,598.745
0,0.0001,5e-06,6,9,1061.22
1,0.0001,5e-06,6,9,1726
0,0.0001,5e-06,6,9,829.601
1,0.0001,5e-06,6,9,764.91
0,0.0001,5e-06,6,9,1566
1,0.0001,5e-06,6,9,380.265
0,0.0001,5e-06,6,9,505.44
1,0.0001,5e-06,6,9,4067.74
0,0.0001,5e-06,6,9,1183.23
1,0.0001,5e-06,6,9,390.197
0,0.0001,5e-06,6,9,367.491
1,0.0001,5e-06,6,9,1387.94
0,0.0001,5e-06,6,9,543.204
1,0.0001,5e-06,6,9,521.794
0,0.0001,5e-06,6,9,709.277
1,0.0001,5e-06,6,9,2037.49
0,0.0001,5e-06,6,9,1055.67
1,0.0001,5e-06,6,9,1489.9
0,0.0001,5e-06,6,9,763.293
1,0.0001,5e-06,6,9,748.751
0,0.0001,5e-06,6,9,502.273
1,0.0001,5e-06,6,9,1667.92
0,0.0001,5e-06,6,9,573.212
1,0.0001,5e-06,6,9,4208.15
0,0.0001,5e-06,6,9,716.855
1,0.0001,5e-06,6,9,348.873
0,0.0001,5e-06,6,9,563.751
1,0.0001,5e-06,6,9,128.151
0,0.0001,5e-06,6,9,1360.55
1,0.0001,5e-06,6,9,429.447
0,0.0001,5e-06,6,9,1307.59
1,0.0001,5e-06,6,9,1173.74
0,0.0001,5e-06,6,9,519.796
1,0.0001,5e-06,6,9,3434.34
0,0.0001,5e-06,6,9,692.857
1,0.0001,5e-06,6,9,491.207
0,0.0001,5e-06,6,9,775.338
1,0.0001,5e-06,6,9,728.578
0,0.0001,5e-06,6,9,223.581
1,0.0001,5e-06,6,9,2207.75
0,0.0001,5e-06,6,9,959.602
1,0.0001,5e-06,6,9,1947.53
0,0.0001,5e-06,6,9,596.878
1,0.0001,5e-06,6,9,4693.99
0,0.0001,5e-06,6,9,2585.49
1,0.0001,5e-06,6,9,862.389
0,0.0001,5e-06,6,9,1322.99
1,0.0001,5e-06,6,9,2423.16
0,0.0001,5e-06,6,9,702.034
1,0.0001,5e-06,6,9,1775.79
0,0.0001,5e-06,6,9,1020.62
1,0.0001,5e-06,6,9,1078.79
0,0.0001,5e-06,6,9,1136.55
1,0.0001,5e-06,6,9,1981.92
0,0.0001,5e-06,6,9,999.981
1,0.0001,5e-06,6,9,1278.07
0,0.0001,5e-06,6,9,1517.4
1,0.0001,5e-06,6,9,3868.28
0,0.0001,5e-06,6,9,808.816
1,0.0001,5e-06,6,9,1568.18
0,0.0001,5e-06,6,9,1307.31
1,0.0001,5e-06,6,9,1191.9
0,0.0001,5e-06,6,9,1524.23
1,0.0001,5e-06,6,9,784.706
0,0.0001,5e-06,6,9,1594.77
1,0.0001,5e-06,6,9,1606.62
0,0.0001,5e-06,6,9,1402.62
1,0.0001,5e-06,6,9,1034.88
0,0.0001,5e-06,6,9,758.177
1,0.0001,5e-06,6,9,737.085
0,0.0001,5e-06,6,9,932.495
1,0.0001,5e-06,6,9,3231.05
0,0.0001,5e-06,6,9,335.742
1,0.0001,5e-06,6,9,554.832
0,0.0001,5e-06,6,9,1045.03
1,0.0001,5e-06,6,9,3188.99
0,0.0001,5e-06,6,9,1354.77
1,0.0001,5e-06,6,9,1328.22
0,0.0001,5e-06,6,9,626.241
1,0.0001,5e-06,6,9,2121.37
0,0.0001,5e-06,6,9,905.201
1,0.0001,5e-06,6,9,1783.62
0,0.0001,5e-06,6,9,525.985
1,0.0001,5e-06,6,9,923.956
0,0.0001,5e-06,6,9,1636.84
1,0.0001,5e-06,6,9,2313.15
0,0.0001,5e-06,6,9,972.989
1,0.0001,5e-06,6,9,5526.56
0,0.0001,5e-06,6,9,1424.63
1,0.0001,5e-06,6,9,1156.16
0,0.0001,5e-06,6,9,1001.37
1,0.0001,5e-06,6,9,2798.74
0,0.0001,5e-06,6,9,518.452
1,0.0001,5e-06,6,9,535.073
0,0.0001,5e-06,6,9,1518.56
1,0.0001,5e-06,6,9,5373.95
0,0.0001,5e-06,6,9,415.855
1,0.0001,5e-06,6,9,1373.8
0,0.0001,5e-06,6,9,985.037
1,0.0001,5e-06,6,9,3485.83
0,0.0001,5e-06,6,9,1060.79
1,0.0001,5e-06,6,9,1955.51
0,0.0001,5e-06,6,9,1077.32
1,0.0001,5e-06,6,9,2559.14
0,0.0001,5e-06,6,9,761.229
1,0.0001,5e-06,6,9,5290.36
0,0.0001,5e-06,6,9,1116.1
1,0.0001,5e-06,6,9,676.239
0,0.0001,5e-06,6,9,1216.39
1,0.0001,5e-06,6,9,560.594
0,0.0001,5e-06,6,9,776.686
1,0.0001,5e-06,6,9,2489.97
0,0.0001,5e-06,6,9,865.949
1,0.0001,5e-06,6,9,4802.99
0,0.0001,5e-06,6,9,1153
1,0.0001,5e-06,6,9,2532.9
0,0.0001,5e-06,6,9,1395.16
1,0.0001,5e-06,6,9,1057.8
0,0.0001,5e-06,6,9,1592.64
1,0.0001,5e-06,6,9,2179.93
0,0.0001,5e-06,6,9,1567.68
1,0.0001,5e-06,6,9,554.31
0,0.0001,5e-06,6,9,1230.59
1,0.0001,5e-06,6,9,1458.7
0,0.0001,5e-06,6,9,1545.83
1,0.0001,5e-06,6,9,349.822
0,0.0001,5e-06,6,9,694.81
1,0.0001,5e-06,6,9,4954.84
0,0.0001,5e-06,6,9,1169.86
1,0.0001,5e-06,6,9,3194.37
